service_id,date,exception_type
2108868,20161111,1
2240995,20161226,1
2240995,20161227,1
2240995,20161228,1
2240995,20161229,1
12280318,20170108,1
12280318,20170115,1
12280318,20170122,1
12280318,20170129,1
12280318,20170205,1
12280318,20170212,1
12280318,20170219,1
12280318,20170226,1
12280318,20170305,1
12280318,20170312,1
12280318,20170319,1
12280318,20170326,1
12280318,20170402,1
12280318,20170409,1
12280318,20170416,1
12280318,20170423,1
12280318,20170430,1
12280318,20170507,1
12025242,20161113,1
12025242,20161120,1
12025242,20161127,1
12025242,20161204,1
12025242,20161211,1
12025242,20161218,1
12025242,20161225,1
1548648,20161231,1
12280314,20170207,1
12280314,20170208,1
12280314,20170209,1
12280314,20170210,1
12280314,20170214,1
12280314,20170215,1
12280314,20170216,1
12280314,20170217,1
12280314,20170411,1
12280314,20170412,1
12280314,20170413,1
12280314,20170414,1
12280314,20170419,1
12280314,20170420,1
12280314,20170421,1
12280314,20170503,1
12280314,20170504,1
12280314,20170505,1
2169474,20161223,1
2096474,20161109,1
2096474,20161114,1
2096474,20161115,1
2096474,20161116,1
2096474,20161117,1
2096474,20161121,1
2096474,20161122,1
2096474,20161123,1
2096474,20161124,1
2096474,20161128,1
2096474,20161129,1
2096474,20161130,1
2096474,20161201,1
2096474,20161205,1
2096474,20161206,1
2096474,20161207,1
2096474,20161208,1
2096474,20161212,1
2096474,20161213,1
2096474,20161214,1
2096474,20161215,1
12096474,20161110,1
12096474,20161115,1
12096474,20161116,1
12096474,20161117,1
12096474,20161118,1
12096474,20161122,1
12096474,20161123,1
12096474,20161124,1
12096474,20161125,1
12096474,20161129,1
12096474,20161130,1
12096474,20161201,1
12096474,20161202,1
12096474,20161206,1
12096474,20161207,1
12096474,20161208,1
12096474,20161209,1
12096474,20161213,1
12096474,20161214,1
12096474,20161215,1
12096474,20161216,1
12096457,20161114,1
12096457,20161121,1
12096457,20161128,1
12096457,20161205,1
12096457,20161212,1
12096457,20161219,1
12096457,20161226,1
2280323,20170210,1
2280323,20170217,1
2280323,20170414,1
2280323,20170421,1
2280323,20170505,1
12280323,20170211,1
12280323,20170218,1
12280323,20170415,1
12280323,20170422,1
12280323,20170506,1
12280321,20170107,1
12280321,20170114,1
12280321,20170121,1
12280321,20170128,1
12280321,20170204,1
12280321,20170225,1
12280321,20170304,1
12280321,20170311,1
12280321,20170318,1
12280321,20170325,1
12280321,20170401,1
12280321,20170408,1
12280321,20170429,1
2096457,20161113,1
2096457,20161120,1
2096457,20161127,1
2096457,20161204,1
2096457,20161211,1
2096457,20161218,1
2096457,20161225,1
2280321,20170106,1
2280321,20170113,1
2280321,20170120,1
2280321,20170127,1
2280321,20170203,1
2280321,20170224,1
2280321,20170303,1
2280321,20170310,1
2280321,20170317,1
2280321,20170324,1
2280321,20170331,1
2280321,20170407,1
2280321,20170428,1
2084959,20161230,1
2025242,20161112,1
2025242,20161119,1
2025242,20161126,1
2025242,20161203,1
2025242,20161210,1
2025242,20161217,1
2025242,20161224,1
12240995,20161227,1
12240995,20161228,1
12240995,20161229,1
12240995,20161230,1
12169474,20161224,1
12084959,20161231,1
2096463,20161110,1
2096463,20161118,1
2096463,20161125,1
2096463,20161202,1
2096463,20161209,1
2096463,20161216,1
12096463,20161111,1
12096463,20161119,1
12096463,20161126,1
12096463,20161203,1
12096463,20161210,1
12096463,20161217,1
2280318,20170107,1
2280318,20170114,1
2280318,20170121,1
2280318,20170128,1
2280318,20170204,1
2280318,20170211,1
2280318,20170218,1
2280318,20170225,1
2280318,20170304,1
2280318,20170311,1
2280318,20170318,1
2280318,20170325,1
2280318,20170401,1
2280318,20170408,1
2280318,20170415,1
2280318,20170422,1
2280318,20170429,1
2280318,20170506,1
12108868,20161112,1
2280314,20170206,1
2280314,20170207,1
2280314,20170208,1
2280314,20170209,1
2280314,20170213,1
2280314,20170214,1
2280314,20170215,1
2280314,20170216,1
2280314,20170410,1
2280314,20170411,1
2280314,20170412,1
2280314,20170413,1
2280314,20170418,1
2280314,20170419,1
2280314,20170420,1
2280314,20170502,1
2280314,20170503,1
2280314,20170504,1
2280313,20170102,1
2280313,20170103,1
2280313,20170104,1
2280313,20170105,1
2280313,20170109,1
2280313,20170110,1
2280313,20170111,1
2280313,20170112,1
2280313,20170116,1
2280313,20170117,1
2280313,20170118,1
2280313,20170119,1
2280313,20170123,1
2280313,20170124,1
2280313,20170125,1
2280313,20170126,1
2280313,20170130,1
2280313,20170131,1
2280313,20170201,1
2280313,20170202,1
2280313,20170220,1
2280313,20170221,1
2280313,20170222,1
2280313,20170223,1
2280313,20170227,1
2280313,20170228,1
2280313,20170301,1
2280313,20170302,1
2280313,20170306,1
2280313,20170307,1
2280313,20170308,1
2280313,20170309,1
2280313,20170313,1
2280313,20170314,1
2280313,20170315,1
2280313,20170316,1
2280313,20170320,1
2280313,20170321,1
2280313,20170322,1
2280313,20170323,1
2280313,20170327,1
2280313,20170328,1
2280313,20170329,1
2280313,20170330,1
2280313,20170403,1
2280313,20170404,1
2280313,20170405,1
2280313,20170406,1
2280313,20170424,1
2280313,20170425,1
2280313,20170426,1
2280313,20170427,1
11548648,20170101,1
12025239,20161220,1
12025239,20161221,1
12025239,20161222,1
12025239,20161223,1
2280311,20170101,1
2280311,20170108,1
2280311,20170115,1
2280311,20170122,1
2280311,20170129,1
2280311,20170205,1
2280311,20170212,1
2280311,20170219,1
2280311,20170226,1
2280311,20170305,1
2280311,20170312,1
2280311,20170319,1
2280311,20170326,1
2280311,20170402,1
2280311,20170409,1
2280311,20170417,1
2280311,20170423,1
2280311,20170501,1
12280310,20170417,1
12280310,20170501,1
12280310,20170508,1
2280310,20170416,1
2280310,20170430,1
2280310,20170507,1
12280311,20170102,1
12280311,20170109,1
12280311,20170116,1
12280311,20170123,1
