route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,shape_id
1197630,2025146,10020251460094711,101,101,0,
1197630,2025147,10020251470094711,101,101,0,
1197630,2025149,10020251490094711,101,101,0,
1197630,2025150,10020251500094711,101,101,0,
1197630,2025152,10020251520094711,101,101,0,
1197630,2025154,10020251540094711,101,101,0,
1197630,2025155,10020251550094711,101,101,0,
1197630,2025158,10020251580094711,101,101,0,
1197630,2215036,10022150360094711,101,101,0,
1197630,2280297,10022802970094711,101,101,0,
1197630,2280298,10022802980094711,101,101,0,
1197630,2280300,10022803000094711,101,101,0,
1197630,2280301,10022803010094711,101,101,0,
1197630,2280304,10022803040094711,101,101,0,
1197630,2280306,10022803060094711,101,101,0,
1197630,2280307,10022803070094711,101,101,0,
1197630,2025146,10120251460094711,101,101,0,
1197630,2025147,10120251470094711,101,101,0,
1197630,2025149,10120251490094711,101,101,0,
1197630,2025150,10120251500094711,101,101,0,
1197630,2025152,10120251520094711,101,101,0,
1197630,2025154,10120251540094711,101,101,0,
1197630,2025155,10120251550094711,101,101,0,
1197630,2025158,10120251580094711,101,101,0,
1197630,2215036,10122150360094711,101,101,0,
1197630,2280297,10122802970094711,101,101,0,
1197630,2280298,10122802980094711,101,101,0,
1197630,2280300,10122803000094711,101,101,0,
1197630,2280301,10122803010094711,101,101,0,
1197630,2280304,10122803040094711,101,101,0,
1197630,2280306,10122803060094711,101,101,0,
1197630,2280307,10122803070094711,101,101,0,
1197630,2025146,1020251460094711,101,101,0,
1197630,2025147,1020251470094711,101,101,0,
1197630,2025149,1020251490094711,101,101,0,
1197630,2025150,1020251500094711,101,101,0,
1197630,2025152,1020251520094711,101,101,0,
1197630,2025154,1020251540094711,101,101,0,
1197630,2025155,1020251550094711,101,101,0,
1197630,2025158,1020251580094711,101,101,0,
1197630,2025146,10220251460094711,101,101,0,
1197630,2025147,10220251470094711,101,101,0,
1197630,2025149,10220251490094711,101,101,0,
1197630,2025150,10220251500094711,101,101,0,
1197630,2025152,10220251520094711,101,101,0,
1197630,2025154,10220251540094711,101,101,0,
1197630,2025155,10220251550094711,101,101,0,
1197630,2025158,10220251580094711,101,101,0,
1197630,2215036,1022150360094711,101,101,0,
1197630,2215036,10222150360094711,101,101,0,
1197630,2280297,10222802970094711,101,101,0,
1197630,2280298,10222802980094711,101,101,0,
1197630,2280300,10222803000094711,101,101,0,
1197630,2280301,10222803010094711,101,101,0,
1197630,2280304,10222803040094711,101,101,0,
1197630,2280306,10222803060094711,101,101,0,
1197630,2280307,10222803070094711,101,101,0,
1197630,2280297,1022802970094711,101,101,0,
1197630,2280298,1022802980094711,101,101,0,
1197630,2280300,1022803000094711,101,101,0,
1197630,2280301,1022803010094711,101,101,0,
1197630,2280304,1022803040094711,101,101,0,
1197630,2280306,1022803060094711,101,101,0,
1197630,2280307,1022803070094711,101,101,0,
1197630,2025146,10320251460094711,101,101,0,
1197630,2025147,10320251470094711,101,101,0,
1197630,2025149,10320251490094711,101,101,0,
1197630,2025150,10320251500094711,101,101,0,
1197630,2025152,10320251520094711,101,101,0,
1197630,2025154,10320251540094711,101,101,0,
1197630,2025155,10320251550094711,101,101,0,
1197630,2025158,10320251580094711,101,101,0,
1197630,2215036,10322150360094711,101,101,0,
1197630,2280297,10322802970094711,101,101,0,
1197630,2280298,10322802980094711,101,101,0,
1197630,2280300,10322803000094711,101,101,0,
1197630,2280301,10322803010094711,101,101,0,
1197630,2280304,10322803040094711,101,101,0,
1197630,2280306,10322803060094711,101,101,0,
1197630,2280307,10322803070094711,101,101,0,
1197630,2025146,10420251460094711,101,101,0,
1197630,2025147,10420251470094711,101,101,0,
1197630,2025149,10420251490094711,101,101,0,
1197630,2025150,10420251500094711,101,101,0,
1197630,2025152,10420251520094711,101,101,0,
1197630,2025154,10420251540094711,101,101,0,
1197630,2025155,10420251550094711,101,101,0,
1197630,2025158,10420251580094711,101,101,0,
1197630,2215036,10422150360094711,101,101,0,
1197630,2280297,10422802970094711,101,101,0,
1197630,2280298,10422802980094711,101,101,0,
1197630,2280300,10422803000094711,101,101,0,
1197630,2280301,10422803010094711,101,101,0,
1197630,2280304,10422803040094711,101,101,0,
1197630,2280306,10422803060094711,101,101,0,
1197630,2280307,10422803070094711,101,101,0,
1197630,2025146,10520251460094711,101,101,0,
1197630,2025147,10520251470094711,101,101,0,
1197630,2025149,10520251490094711,101,101,0,
1197630,2025150,10520251500094711,101,101,0,
1197630,2025152,10520251520094711,101,101,0,
1197630,2025154,10520251540094711,101,101,0,
1197630,2025155,10520251550094711,101,101,0,
1197630,2025158,10520251580094711,101,101,0,
1197630,2215036,10522150360094711,101,101,0,
1197630,2280297,10522802970094711,101,101,0,
1197630,2280298,10522802980094711,101,101,0,
1197630,2280300,10522803000094711,101,101,0,
1197630,2280301,10522803010094711,101,101,0,
1197630,2280304,10522803040094711,101,101,0,
1197630,2280306,10522803060094711,101,101,0,
1197630,2280307,10522803070094711,101,101,0,
1197630,2025146,10620251460094711,101,101,0,
1197630,2025147,10620251470094711,101,101,0,
1197630,2025149,10620251490094711,101,101,0,
1197630,2025150,10620251500094711,101,101,0,
1197630,2025152,10620251520094711,101,101,0,
1197630,2025154,10620251540094711,101,101,0,
1197630,2025155,10620251550094711,101,101,0,
1197630,2025158,10620251580094711,101,101,0,
1197630,2215036,10622150360094711,101,101,0,
1197630,2280297,10622802970094711,101,101,0,
1197630,2280298,10622802980094711,101,101,0,
1197630,2280300,10622803000094711,101,101,0,
1197630,2280301,10622803010094711,101,101,0,
1197630,2280304,10622803040094711,101,101,0,
1197630,2280306,10622803060094711,101,101,0,
1197630,2280307,10622803070094711,101,101,0,
1197630,2025146,10720251460094711,101,101,0,
1197630,2025147,10720251470094711,101,101,0,
1197630,2025149,10720251490094711,101,101,0,
1197630,2025150,10720251500094711,101,101,0,
1197630,2025152,10720251520094711,101,101,0,
1197630,2025154,10720251540094711,101,101,0,
1197630,2025155,10720251550094711,101,101,0,
1197630,2025158,10720251580094711,101,101,0,
1197630,2215036,10722150360094711,101,101,0,
1197630,2280297,10722802970094711,101,101,0,
1197630,2280298,10722802980094711,101,101,0,
1197630,2280300,10722803000094711,101,101,0,
1197630,2280301,10722803010094711,101,101,0,
1197630,2280304,10722803040094711,101,101,0,
1197630,2280306,10722803060094711,101,101,0,
1197630,2280307,10722803070094711,101,101,0,
1197630,2025146,10820251460094711,101,101,0,
1197630,2025147,10820251470094711,101,101,0,
1197630,2025149,10820251490094711,101,101,0,
1197630,2025150,10820251500094711,101,101,0,
1197630,2025152,10820251520094711,101,101,0,
1197630,2025154,10820251540094711,101,101,0,
1197630,2025155,10820251550094711,101,101,0,
1197630,2025158,10820251580094711,101,101,0,
1197630,2215036,10822150360094711,101,101,0,
1197630,2280297,10822802970094711,101,101,0,
1197630,2280298,10822802980094711,101,101,0,
1197630,2280300,10822803000094711,101,101,0,
1197630,2280301,10822803010094711,101,101,0,
1197630,2280304,10822803040094711,101,101,0,
1197630,2280306,10822803060094711,101,101,0,
1197630,2280307,10822803070094711,101,101,0,
1197630,2025146,10920251460094711,101,101,0,
1197630,2025147,10920251470094711,101,101,0,
1197630,2025149,10920251490094711,101,101,0,
1197630,2025150,10920251500094711,101,101,0,
1197630,2025152,10920251520094711,101,101,0,
1197630,2025154,10920251540094711,101,101,0,
1197630,2025155,10920251550094711,101,101,0,
1197630,2025158,10920251580094711,101,101,0,
1197630,2215036,10922150360094711,101,101,0,
1197630,2280297,10922802970094711,101,101,0,
1197630,2280298,10922802980094711,101,101,0,
1197630,2280300,10922803000094711,101,101,0,
1197630,2280301,10922803010094711,101,101,0,
1197630,2280304,10922803040094711,101,101,0,
1197630,2280306,10922803060094711,101,101,0,
1197630,2280307,10922803070094711,101,101,0,
1197630,2025146,11020251460094711,101,101,0,
1197630,2025147,11020251470094711,101,101,0,
1197630,2025149,11020251490094711,101,101,0,
1197630,2025150,11020251500094711,101,101,0,
1197630,2025152,11020251520094711,101,101,0,
1197630,2025154,11020251540094711,101,101,0,
1197630,2025155,11020251550094711,101,101,0,
1197630,2025158,11020251580094711,101,101,0,
1197630,2215036,11022150360094711,101,101,0,
1197630,2280297,11022802970094711,101,101,0,
1197630,2280298,11022802980094711,101,101,0,
1197630,2280300,11022803000094711,101,101,0,
1197630,2280301,11022803010094711,101,101,0,
1197630,2280304,11022803040094711,101,101,0,
1197630,2280306,11022803060094711,101,101,0,
1197630,2280307,11022803070094711,101,101,0,
1197630,2025146,11120251460094711,101,101,0,
1197630,2025147,11120251470094711,101,101,0,
1197630,2025149,11120251490094711,101,101,0,
1197630,2025150,11120251500094711,101,101,0,
1197630,2025152,11120251520094711,101,101,0,
1197630,2025154,11120251540094711,101,101,0,
1197630,2025155,11120251550094711,101,101,0,
1197630,2025158,11120251580094711,101,101,0,
1197630,2215036,11122150360094711,101,101,0,
1197630,2280297,11122802970094711,101,101,0,
1197630,2280298,11122802980094711,101,101,0,
1197630,2280300,11122803000094711,101,101,0,
1197630,2280301,11122803010094711,101,101,0,
1197630,2280304,11122803040094711,101,101,0,
1197630,2280306,11122803060094711,101,101,0,
1197630,2280307,11122803070094711,101,101,0,
1197630,2025146,1120251460094711,101,101,0,
1197630,2025147,1120251470094711,101,101,0,
1197630,2025149,1120251490094711,101,101,0,
1197630,2025150,1120251500094711,101,101,0,
1197630,2025152,1120251520094711,101,101,0,
1197630,2025154,1120251540094711,101,101,0,
1197630,2025155,1120251550094711,101,101,0,
1197630,2025158,1120251580094711,101,101,0,
1197630,2025146,11220251460094711,101,101,0,
1197630,2025147,11220251470094711,101,101,0,
1197630,2025149,11220251490094711,101,101,0,
1197630,2025150,11220251500094711,101,101,0,
1197630,2025152,11220251520094711,101,101,0,
1197630,2025154,11220251540094711,101,101,0,
1197630,2025155,11220251550094711,101,101,0,
1197630,2025158,11220251580094711,101,101,0,
1197630,2215036,1122150360094711,101,101,0,
1197630,2215036,11222150360094711,101,101,0,
1197630,2280297,11222802970094711,101,101,0,
1197630,2280298,11222802980094711,101,101,0,
1197630,2280300,11222803000094711,101,101,0,
1197630,2280301,11222803010094711,101,101,0,
1197630,2280304,11222803040094711,101,101,0,
1197630,2280306,11222803060094711,101,101,0,
1197630,2280307,11222803070094711,101,101,0,
1197630,2280297,1122802970094711,101,101,0,
1197630,2280298,1122802980094711,101,101,0,
1197630,2280300,1122803000094711,101,101,0,
1197630,2280301,1122803010094711,101,101,0,
1197630,2280304,1122803040094711,101,101,0,
1197630,2280306,1122803060094711,101,101,0,
1197630,2280307,1122803070094711,101,101,0,
1197630,2025146,11320251460094711,101,101,0,
1197630,2025147,11320251470094711,101,101,0,
1197630,2025149,11320251490094711,101,101,0,
1197630,2025150,11320251500094711,101,101,0,
1197630,2025152,11320251520094711,101,101,0,
1197630,2025154,11320251540094711,101,101,0,
1197630,2025155,11320251550094711,101,101,0,
1197630,2025158,11320251580094711,101,101,0,
1197630,2215036,11322150360094711,101,101,0,
1197630,2280297,11322802970094711,101,101,0,
