service_id,date,exception_type
2025158,20161226,1
2025158,20161227,1
2025158,20161228,1
2025158,20161229,1
2280304,20170107,1
2280304,20170114,1
2280304,20170121,1
2280304,20170128,1
2280304,20170204,1
2280304,20170211,1
2280304,20170218,1
2280304,20170225,1
2280304,20170304,1
2280304,20170311,1
2280304,20170318,1
2280304,20170325,1
2280304,20170401,1
2280304,20170408,1
2280304,20170415,1
2280304,20170422,1
2280304,20170429,1
2280304,20170506,1
2280307,20170210,1
2280307,20170217,1
2280307,20170414,1
2280307,20170421,1
2280307,20170505,1
2280306,20170106,1
2280306,20170113,1
2280306,20170120,1
2280306,20170127,1
2280306,20170203,1
2280306,20170224,1
2280306,20170303,1
2280306,20170310,1
2280306,20170317,1
2280306,20170324,1
2280306,20170331,1
2280306,20170407,1
2280306,20170428,1
2280301,20170206,1
2280301,20170207,1
2280301,20170208,1
2280301,20170209,1
2280301,20170213,1
2280301,20170214,1
2280301,20170215,1
2280301,20170216,1
2280301,20170410,1
2280301,20170411,1
2280301,20170412,1
2280301,20170413,1
2280301,20170418,1
2280301,20170419,1
2280301,20170420,1
2280301,20170502,1
2280301,20170503,1
2280301,20170504,1
2280300,20170102,1
2280300,20170103,1
2280300,20170104,1
2280300,20170105,1
2280300,20170109,1
2280300,20170110,1
2280300,20170111,1
2280300,20170112,1
2280300,20170116,1
2280300,20170117,1
2280300,20170118,1
2280300,20170119,1
2280300,20170123,1
2280300,20170124,1
2280300,20170125,1
2280300,20170126,1
2280300,20170130,1
2280300,20170131,1
2280300,20170201,1
2280300,20170202,1
2280300,20170220,1
2280300,20170221,1
2280300,20170222,1
2280300,20170223,1
2280300,20170227,1
2280300,20170228,1
2280300,20170301,1
2280300,20170302,1
2280300,20170306,1
2280300,20170307,1
2280300,20170308,1
2280300,20170309,1
2280300,20170313,1
2280300,20170314,1
2280300,20170315,1
2280300,20170316,1
2280300,20170320,1
2280300,20170321,1
2280300,20170322,1
2280300,20170323,1
2280300,20170327,1
2280300,20170328,1
2280300,20170329,1
2280300,20170330,1
2280300,20170403,1
2280300,20170404,1
2280300,20170405,1
2280300,20170406,1
2280300,20170424,1
2280300,20170425,1
2280300,20170426,1
2280300,20170427,1
12280298,20170102,1
12280298,20170109,1
12280298,20170116,1
12280298,20170123,1
12280298,20170130,1
12280298,20170206,1
12280298,20170213,1
12280298,20170220,1
12280298,20170227,1
12280298,20170306,1
12280298,20170313,1
12280298,20170320,1
12280298,20170327,1
12280298,20170403,1
12280298,20170410,1
12280298,20170418,1
12280298,20170424,1
12280298,20170502,1
2025146,20161111,1
12280297,20170417,1
12280297,20170501,1
12280297,20170508,1
12025146,20161112,1
12025147,20161114,1
12025147,20161121,1
12025147,20161128,1
12025147,20161205,1
12025147,20161212,1
12025147,20161219,1
12025147,20161226,1
12025149,20161110,1
12025149,20161115,1
12025149,20161116,1
12025149,20161117,1
12025149,20161118,1
12025149,20161122,1
12025149,20161123,1
12025149,20161124,1
12025149,20161125,1
12025149,20161129,1
12025149,20161130,1
12025149,20161201,1
12025149,20161202,1
12025149,20161206,1
12025149,20161207,1
12025149,20161208,1
12025149,20161209,1
12025149,20161213,1
12025149,20161214,1
12025149,20161215,1
12025149,20161216,1
12280301,20170207,1
12280301,20170208,1
12280301,20170209,1
12280301,20170210,1
12280301,20170214,1
12280301,20170215,1
12280301,20170216,1
12280301,20170217,1
12280301,20170411,1
12280301,20170412,1
12280301,20170413,1
12280301,20170414,1
12280301,20170419,1
12280301,20170420,1
12280301,20170421,1
12280301,20170503,1
12280301,20170504,1
12280301,20170505,1
12280300,20170103,1
12280300,20170104,1
12280300,20170105,1
12280300,20170106,1
12280300,20170110,1
12280300,20170111,1
12280300,20170112,1
12280300,20170113,1
12280300,20170117,1
12280300,20170118,1
12280300,20170119,1
12280300,20170120,1
12280300,20170124,1
12280300,20170125,1
12280300,20170126,1
12280300,20170127,1
12280300,20170131,1
12280300,20170201,1
12280300,20170202,1
12280300,20170203,1
12280300,20170221,1
12280300,20170222,1
12280300,20170223,1
12280300,20170224,1
12280300,20170228,1
12280300,20170301,1
12280300,20170302,1
12280300,20170303,1
12280300,20170307,1
12280300,20170308,1
12280300,20170309,1
12280300,20170310,1
12280300,20170314,1
12280300,20170315,1
12280300,20170316,1
12280300,20170317,1
12280300,20170321,1
12280300,20170322,1
12280300,20170323,1
12280300,20170324,1
12280300,20170328,1
12280300,20170329,1
12280300,20170330,1
12280300,20170331,1
12280300,20170404,1
12280300,20170405,1
12280300,20170406,1
12280300,20170407,1
12280300,20170425,1
12280300,20170426,1
12280300,20170427,1
12280300,20170428,1
12025152,20161113,1
12025152,20161120,1
12025152,20161127,1
12025152,20161204,1
12025152,20161211,1
12025152,20161218,1
12025152,20161225,1
12025152,20170101,1
12280307,20170211,1
12280307,20170218,1
12280307,20170415,1
12280307,20170422,1
12280307,20170506,1
12025150,20161220,1
12025150,20161221,1
12025150,20161222,1
12025150,20161223,1
2280297,20170416,1
2280297,20170430,1
2280297,20170507,1
12280304,20170108,1
12280304,20170115,1
12280304,20170122,1
12280304,20170129,1
12280304,20170205,1
12280304,20170212,1
12280304,20170219,1
12280304,20170226,1
12280304,20170305,1
12280304,20170312,1
12280304,20170319,1
12280304,20170326,1
12280304,20170402,1
12280304,20170409,1
12280304,20170416,1
12280304,20170423,1
12280304,20170430,1
12280304,20170507,1
12280306,20170107,1
12280306,20170114,1
12280306,20170121,1
12280306,20170128,1
12280306,20170204,1
12280306,20170225,1
12280306,20170304,1
12280306,20170311,1
12280306,20170318,1
12280306,20170325,1
12280306,20170401,1
12280306,20170408,1
12280306,20170429,1
2280298,20170101,1
2280298,20170108,1
2280298,20170115,1
2280298,20170122,1
2280298,20170129,1
2280298,20170205,1
2280298,20170212,1
2280298,20170219,1
2280298,20170226,1
2280298,20170305,1
2280298,20170312,1
2280298,20170319,1
2280298,20170326,1
2280298,20170402,1
2280298,20170409,1
2280298,20170417,1
2280298,20170423,1
2280298,20170501,1
2025149,20161109,1
2025149,20161114,1
2025149,20161115,1
2025149,20161116,1
2025149,20161117,1
2025149,20161121,1
2025149,20161122,1
2025149,20161123,1
2025149,20161124,1
2025149,20161128,1
2025149,20161129,1
2025149,20161130,1
2025149,20161201,1
2025149,20161205,1
2025149,20161206,1
2025149,20161207,1
2025149,20161208,1
2025149,20161212,1
2025149,20161213,1
2025149,20161214,1
2025149,20161215,1
2025147,20161113,1
2025147,20161120,1
2025147,20161127,1
2025147,20161204,1
2025147,20161211,1
2025147,20161218,1
2025147,20161225,1
2025152,20161112,1
2025152,20161119,1
2025152,20161126,1
2025152,20161203,1
2025152,20161210,1
2025152,20161217,1
2025152,20161224,1
2025152,20161231,1
2025150,20161219,1
2025150,20161220,1
2025150,20161221,1
2025150,20161222,1
2025154,20161110,1
2025154,20161118,1
2025154,20161125,1
2025154,20161202,1
2025154,20161209,1
2025154,20161216,1
2025155,20161223,1
12215036,20161231,1
12025158,20161227,1
12025158,20161228,1
12025158,20161229,1
12025158,20161230,1
12025155,20161224,1
2215036,20161230,1
12025154,20161111,1
12025154,20161119,1
12025154,20161126,1
12025154,20161203,1
12025154,20161210,1
12025154,20161217,1
