service_id,date,exception_type
12252991,20161115,1
12252991,20161116,1
12252991,20161117,1
12252991,20161118,1
12252991,20161119,1
12252991,20161122,1
12252991,20161123,1
12252991,20161124,1
12252991,20161125,1
12252991,20161126,1
12252991,20161129,1
12252991,20161130,1
12252991,20161201,1
12252991,20161202,1
12252991,20161203,1
12252991,20161206,1
12252991,20161207,1
12252991,20161208,1
12252991,20161209,1
12252991,20161210,1
12252991,20161213,1
12252991,20161214,1
12252991,20161215,1
12252991,20161216,1
12252991,20161217,1
12252991,20161220,1
12252991,20161221,1
12252991,20161222,1
12252991,20161223,1
12252991,20161224,1
12252991,20161227,1
12252991,20161228,1
12252991,20161229,1
12252991,20161230,1
12252991,20161231,1
2252991,20161114,1
2252991,20161115,1
2252991,20161116,1
2252991,20161117,1
2252991,20161118,1
2252991,20161121,1
2252991,20161122,1
2252991,20161123,1
2252991,20161124,1
2252991,20161125,1
2252991,20161128,1
2252991,20161129,1
2252991,20161130,1
2252991,20161201,1
2252991,20161202,1
2252991,20161205,1
2252991,20161206,1
2252991,20161207,1
2252991,20161208,1
2252991,20161209,1
2252991,20161212,1
2252991,20161213,1
2252991,20161214,1
2252991,20161215,1
2252991,20161216,1
2252991,20161219,1
2252991,20161220,1
2252991,20161221,1
2252991,20161222,1
2252991,20161223,1
2252991,20161226,1
2252991,20161227,1
2252991,20161228,1
2252991,20161229,1
2252991,20161230,1
12209898,20161110,1
12209898,20161111,1
2045787,20161210,1
2045787,20161211,1
2045787,20161217,1
2045787,20161218,1
2045787,20161224,1
2045787,20161225,1
12029950,20161112,1
12029950,20161113,1
12029950,20161114,1
12029950,20161120,1
12029950,20161121,1
12029950,20161127,1
12029950,20161128,1
12029950,20161204,1
12029950,20161205,1
2029950,20161111,1
2029950,20161112,1
2029950,20161113,1
2029950,20161119,1
2029950,20161120,1
2029950,20161126,1
2029950,20161127,1
2029950,20161203,1
2029950,20161204,1
12045787,20161211,1
12045787,20161212,1
12045787,20161218,1
12045787,20161219,1
12045787,20161225,1
12045787,20161226,1
2209898,20161109,1
2209898,20161110,1
